urlid,alchemy_category,alchemy_category_score,avglinksize,commonlinkratio_1,commonlinkratio_2,commonlinkratio_3,commonlinkratio_4,compression_ratio,embed_ratio,frameTagRatio,hasDomainLink,html_ratio,image_ratio,lengthyLinkDomain,linkwordscore,news_front_page,non_markup_alphanum_characters,numberOfLinks,numwords_in_url,parametrizedLinkRatio,spelling_errors_ratio,label,Type,subdomain,webname,domain,countPath,website_type,website_type2,wordInHLT,wordError,lld_nol_prob,linkscorepredprob
6309,2,0.5626770000000001,2.3922077919999998,0.77377892,0.380462725,0.100257069,0.033419023,0.7268292679999999,0.0,0.030653951000000002,0,0.18516567,0.6176470589999999,1,77,0.0,1360,389,5,0.133676093,0.039215686,0.0,training,519,1870,12,2,1721,1072,1047.2,53.33333296,0.8807970779778823,0.14804719803168948
1197,8,0.203562,1.6666666669999999,0.24705882399999998,0.070588235,0.011764706000000002,0.0,0.441901721,0.0,0.015384615,0,0.279587685,0.020854022,0,9,0.0,5989,85,2,0.164705882,0.094438615,1.0,training,0,514,12,4,453,714,539.01,565.592865235,0.5106366928667768,0.5734296567326268
605,8,0.544111,2.246153846,0.695652174,0.420289855,0.17391304300000002,0.043478261,0.438877756,0.003745318,0.081920904,0,0.257173826,0.074906367,1,29,0.0,1625,69,5,0.043478261,0.043010753,1.0,training,519,2832,12,2,426,721,471.25,69.892473625,0.16552962521126816,0.5034964465021093
4189,1,0.8553620000000001,1.0194174759999999,0.266990291,0.111650485,0.024271845,0.019417476,0.519917227,0.0,0.037463977,0,0.171286618,0.391644909,1,19,0.0,3951,206,3,0.165048544,0.106321839,0.0,training,9,71,12,6,1498,2251,750.69,420.07758588900003,0.8621583430350643,0.8320183851339245
3504,9,0.39824899999999996,2.2,0.656565657,0.434343434,0.08080808099999999,0.04040404,0.701342282,0.0,0.05511811,0,0.24728785,0.31147541,1,54,0.0,754,99,7,0.191919192,0.128205128,0.0,training,0,3477,12,2,2160,0,407.16,96.666666512,0.5574376329113074,0.1485184477941078
1519,2,0.5427069999999999,1.724832215,0.5,0.193333333,0.066666667,0.046666667,0.425538104,0.0,0.052287582,0,0.23743128800000002,0.074074074,1,31,0.0,2632,150,5,0.12666666699999998,0.04475043,1.0,training,519,1808,37,4,453,714,815.92,117.78313176,0.8536047232256732,0.5782977732960317
10077,8,0.0784091,1.4333333330000002,0.2,0.0,0.0,0.0,0.630653266,0.0,0.019607843,0,0.329391101,0.037037037,0,18,0.0,913,30,0,0.0,0.075949367,0.0,training,0,4112,42,2,145,0,164.34,69.34177207100001,0.14383654198794024,0.8331982473445818
7292,8,0.493593,1.96875,0.032407407,0.013888889,0.0,0.0,0.456191875,0.0,0.024271845,0,0.15725007,0.20555555600000003,0,5,0.0,5872,216,2,0.023148147999999997,0.06267806299999999,1.0,training,0,1922,12,1,341,0,293.6,368.04558593599995,0.8529057809073356,0.5810956417872526
1698,6,0.692048,1.52173913,0.060606060999999996,0.0,0.0,0.0,0.475067646,0.0,0.166666667,0,0.24795458899999998,0.023201856,0,7,0.0,2273,33,6,0.090909091,0.156682028,0.0,training,26,223,12,5,453,909,159.11,356.138249644,0.1463952767743269,0.8447334151903693
1047,0,0.6008133639871819,1.301587302,0.115384615,0.0,0.0,0.0,0.643233743,0.00990099,0.01585504,0,0.169924773,1.0891089109999998,0,10,0.0,3663,78,1,0.653846154,0.076190476,1.0,training,519,4135,12,1,2161,0,366.3,279.085713588,0.8424366130104664,0.8402886524400436
883,0,0.6008133639871819,1.324675325,0.136842105,0.021052632,0.0,0.0,0.582743989,0.008474576,0.016146393999999998,0,0.17476717,0.93220339,0,14,0.0,3128,95,1,0.684210526,0.045801527,0.0,training,519,4135,12,1,2161,0,437.92,143.26717645600002,0.5,0.5816791608108998
5352,1,0.183612,4.0,0.454545455,0.363636364,0.181818182,0.181818182,21.0,-1.0,0.255813953,0,0.15258333,-1.0,0,70,0.0,107,11,1,0.0,0.121621622,1.0,training,0,2359,27,2,1784,0,74.9,13.013513554,0.11920292202211755,0.5709465968834663
2702,0,0.6008133639871819,1.5522388059999999,0.347826087,0.130434783,0.072463768,0.072463768,0.456200228,0.0,0.07804878,0,0.255751258,0.069767442,0,16,0.0,2558,69,8,0.15942029,0.038585209,1.0,training,0,1001,12,5,453,714,409.28,98.700964622,0.16552962521126816,0.834962228306857
3032,8,0.817312,1.240740741,0.310344828,0.034482759,0.0,0.0,0.798586572,0.0,0.081395349,0,0.274466141,0.3,0,44,0.0,390,58,1,0.362068966,0.1,1.0,training,0,56,12,3,1088,472,171.6,39.0,0.16798161486607552,0.16428750630761857
4885,0,0.6008133639871819,2.291666667,0.841666667,0.5166666670000001,0.133333333,0.041666667000000004,0.5686711210000001,0.0,0.041800643,0,0.259552889,0.026315789,1,54,1.0,1075,120,3,0.008333333,0.090909091,0.0,training,0,3395,37,2,537,0,580.5,97.727272825,0.5687917143928852,0.1485184477941078
7672,0,0.6008133639871819,3.379679144,0.507109005,0.246445498,0.165876777,0.13270142199999999,21.0,-1.0,0.101196953,0,0.20016365600000002,-1.0,1,46,0.0,4017,211,9,0.127962085,0.0,0.0,training,519,2813,12,4,2007,895,1847.82,0.0,0.8681403601684844,0.44599462959793296
1984,0,0.6008133639871819,2.058333333,0.36,0.12,0.055999999999999994,0.016,21.0,-1.0,0.036717063,0,0.289539654,-1.0,1,61,0.0,751,125,6,0.424,0.25,0.0,training,493,3923,12,1,1237,0,458.11,187.75,0.8608325624852289,0.15796216737170152
1809,8,0.27852,2.296296296,0.552380952,0.295238095,0.11904761900000001,0.028571429,0.546091015,0.0,0.081504702,0,0.214766997,0.234899329,1,40,0.0,3363,210,6,0.204761905,0.048780488,1.0,training,519,1097,12,4,1750,1346,1345.2,164.048781144,0.8676111264579346,0.44845958507095707
6471,0,0.6008133639871819,2.7285714289999996,0.621621622,0.22972973,0.060810811,0.033783784,0.5174515239999999,0.0,0.08882082699999999,0,0.276497909,0.055555556,1,50,0.0,1922,148,6,0.364864865,0.042168675,0.0,training,315,2495,12,5,453,714,961.0,81.04819335,0.8581489350995123,0.1599199873438164
1127,2,0.16464700000000002,5.6363636360000005,0.454545455,0.454545455,0.363636364,0.181818182,21.0,-1.0,0.255813953,0,0.152009098,-1.0,0,75,0.0,113,11,3,0.0,0.1,0.0,training,0,2359,27,2,2038,0,84.75,11.3,0.11920292202211755,0.16388110456808871
7237,0,0.6008133639871819,1.034883721,0.239130435,0.02173913,0.010869565,0.0,0.468045912,0.0,0.074829932,0,0.293895894,0.018113208000000002,0,5,0.0,7677,92,6,0.010869565,0.11189913300000001,0.0,training,519,3673,12,2,1345,2082,383.85,859.0496440410001,0.8429045311145473,0.5810956417872526
5140,2,0.57194,1.838150289,0.517766497,0.218274112,0.091370558,0.065989848,0.0,-1.0,0.05248227,0,0.24771172600000002,-1.0,1,36,0.0,2526,197,8,0.121827411,0.0,0.0,training,149,1173,12,6,583,833,909.36,0.0,0.8581489350995123,0.47314415026402323
8090,8,0.356629,2.6213592230000002,0.7766990290000001,0.34951456299999994,0.165048544,0.155339806,0.453478625,0.0,0.029891304,0,0.259440235,0.006952491,1,23,0.0,4264,103,2,0.106796117,0.10576923099999999,1.0,training,0,1724,12,4,350,1046,980.72,451.00000098399994,0.8411308951190849,0.5522560354634618
1529,8,0.339727,1.86,0.235294118,0.039215686,0.0,0.0,0.5150812060000001,0.0,0.036781609,0,0.259923058,0.08724832199999999,0,16,0.0,2283,51,5,0.117647059,0.061433447,1.0,training,0,821,12,4,842,1346,365.28,140.252559501,0.4572475058826808,0.834962228306857
9380,1,0.705439,1.690909091,0.39639639600000004,0.144144144,0.09009009,0.045045045,0.523573201,0.0,0.018939394,0,0.17894068800000001,0.8275862070000001,1,89,0.0,233,111,2,0.774774775,0.123287671,0.0,training,519,3124,12,1,1511,0,207.37,28.726027343000002,0.84224131298103,0.13503642292280238
9412,11,0.74549,2.119122257,0.811550152,0.306990881,0.09726443800000001,0.03343465,0.46720575,0.0,0.034274194,0,0.215993293,0.033628319,1,41,0.0,4849,329,8,0.167173252,0.09323583199999999,0.0,training,519,571,8,7,1922,1156,1988.09,452.100549368,0.8807970779778823,0.464846825295527
5843,2,0.5232640000000001,4.802469136,0.565217391,0.41304347799999996,0.27173913,0.20652173899999998,0.669172932,0.0,0.053125,0,0.227414915,0.25,1,58,1.0,1547,92,0,0.010869565,0.08450704199999999,0.0,training,0,3062,12,1,0,0,897.26,130.732393974,0.8429045311145473,0.1544652650835347
3413,3,0.474166,1.115384615,0.173076923,0.0,0.0,0.0,0.458777886,0.0,0.14772727300000002,0,0.270285701,0.070652174,0,25,0.0,791,52,3,0.096153846,0.149253731,0.0,training,519,2959,12,1,1002,0,197.75,118.059701221,0.4126693756180091,0.8322284513290674
2255,8,0.385802,2.546875,0.712121212,0.303030303,0.075757576,0.015151515,0.46936601,0.0,0.03988604,0,0.227919604,0.014450867,1,27,0.0,1953,66,2,0.03030303,0.114035088,1.0,training,519,1646,12,1,1749,0,527.31,222.710526864,0.5404519337857653,0.44615554923437645
10257,1,0.659266,1.5608108109999999,0.496732026,0.235294118,0.0,0.0,0.6375,0.0,0.06474820099999999,0,0.208570593,0.6813186809999999,0,54,0.0,1022,153,6,0.562091503,0.048076923,0.0,training,519,2049,12,4,1880,836,551.88,49.134615306,0.8403338641134707,0.1485184477941078
7380,0,0.6008133639871819,17.6,0.853658537,0.463414634,0.048780488,0.0,0.48742138399999996,0.0,0.063694268,0,0.285448999,0.018348623999999997,0,46,0.0,518,41,8,0.024390244,0.072580645,1.0,training,411,3217,12,2,325,2039,238.28,37.59677411,0.14804719803168948,0.44599462959793296
3735,2,0.85,1.902439024,0.585365854,0.243902439,0.219512195,0.146341463,0.446664003,0.0,0.021786492,0,0.296354816,0.020277481,0,7,0.0,9012,82,3,0.292682927,0.08324205900000001,1.0,training,0,3746,12,2,2046,0,630.84,750.1774357080001,0.47620845649861887,0.8447334151903693
10551,3,0.8518049999999999,2.611940299,0.448529412,0.125,0.058823529000000006,0.051470588,0.464128383,0.0,0.078431373,0,0.245442733,0.05924596099999999,1,35,0.0,2990,136,9,0.044117647,0.118397086,0.0,training,519,4154,12,3,1765,1470,1046.5,354.00728714,0.8512179909918228,0.514558990055596
415,0,0.6008133639871819,3.5341614910000003,0.617283951,0.358024691,0.283950617,0.172839506,0.432993513,0.0,0.014967926000000001,0,0.256980131,0.039707419,1,6,0.0,38311,162,8,0.086419753,0.07483731,1.0,training,0,2764,12,5,453,714,2298.66,2867.09218341,0.8682661034349995,0.5485194052642788
5782,6,0.883611,4.73015873,0.7009345790000001,0.46728972,0.23364486,0.11214953300000001,0.37677578799999994,0.0,0.062836625,0,0.27650521899999997,0.080882353,1,49,0.0,1716,107,7,0.289719626,0.116607774,0.0,training,519,121,12,1,1243,0,840.84,200.09894018399999,0.5098026653320405,0.15685486172036478
4778,8,0.477549,2.122807018,0.42655367200000005,0.197740113,0.062146892999999995,0.016949153,0.700636943,0.0,0.029150824,0,0.191159277,1.472727273,1,36,0.0,4202,354,7,0.48022598899999996,0.1,1.0,training,0,143,12,3,425,829,1512.72,420.20000000000005,0.8751594112970704,0.47314415026402323
8134,1,0.676963,2.0,0.55,0.25,0.13,0.01,0.530181087,0.0,0.08034188,0,0.147649926,0.207207207,0,27,0.0,1968,100,4,0.22,0.29600000000000004,0.0,training,519,4076,12,4,1014,833,531.36,582.5280000000001,0.8339156357777174,0.44615554923437645
2424,4,0.727517,0.888157895,0.37254902,0.045751634000000006,0.013071895,0.0,1.4318181819999998,0.0,0.034324943,0,0.11268331699999999,6.75,1,47,0.0,812,153,9,0.006535948000000001,0.14285714300000002,1.0,training,321,2581,12,3,1683,431,381.64,116.00000011600001,0.8403338641134707,0.1671362652093413
2397,8,0.359908,2.532758621,0.76875,0.5015625,0.1828125,0.0625,0.479859895,0.0,0.026610644,0,0.206770139,0.12371134,1,66,0.0,3775,640,7,0.1515625,0.060606060999999996,1.0,training,519,1283,12,3,1750,1416,2491.5,228.787880275,0.8807970779778823,0.152608664842631
6483,4,0.8092779999999999,1.983050847,0.622222222,0.288888889,0.288888889,0.261111111,0.441033612,0.0,0.026022305,0,0.200976248,0.06628571400000001,1,15,1.0,8882,180,0,0.638888889,0.07793765,1.0,training,519,1617,12,1,0,0,1332.3,692.2422073,0.8566670127685516,0.8413942872648525
3424,10,0.940009,1.769230769,0.352941176,0.117647059,0.0,0.0,0.41822634200000003,0.0,0.066666667,0,0.308983016,0.025498891,0,3,0.0,4215,17,2,0.529411765,0.06006674099999999,0.0,training,519,1115,42,3,1710,1931,126.45,253.18131331499998,0.14745323602641072,0.5943608058072882
6169,0,0.6008133639871819,2.939393939,0.404255319,0.212765957,0.095744681,0.074468085,0.559732665,0.0,0.048387097000000004,0,0.066735552,0.10810810800000001,1,19,0.0,3805,94,4,0.276595745,0.08450704199999999,1.0,training,519,296,12,3,453,714,722.95,321.54929481,0.5365202132337255,0.8320183851339245
9819,4,0.507934,3.0,0.0,0.0,0.0,0.0,0.5824372760000001,0.0,0.0,0,0.285269386,0.086538462,0,3,0.0,437,2,1,0.0,0.057142857000000005,1.0,training,519,2782,12,1,1557,0,13.11,24.971428509000003,0.11920292202211755,0.5943608058072882
9795,0,0.6008133639871819,1.27090301,0.390710383,0.199453552,0.136612022,0.103825137,0.43409042700000006,0.0,0.0317139,0,0.182875802,0.17710843399999998,1,17,0.0,8456,366,3,0.327868852,0.10204081599999999,1.0,training,519,1100,12,3,453,714,1437.52,862.857140096,0.86034781658324,0.5913539154499929
48,0,0.6008133639871819,2.327586207,0.272727273,0.083333333,0.045454545,0.03030303,21.0,-1.0,0.048,0,0.23848494399999998,-1.0,1,8,0.0,14891,132,7,0.21969697,0.111111111,1.0,training,519,380,12,4,752,1890,1191.28,1654.555553901,0.8368009196091724,0.5815437653081025
5020,11,0.85,2.1516587680000003,0.5154185020000001,0.083700441,0.017621145,0.008810573,0.544267054,0.0,0.060535505999999996,0,0.23516567100000002,0.54,1,54,1.0,1761,227,0,0.24229074899999997,0.046728972,0.0,training,140,1105,12,1,0,0,950.94,82.289719692,0.8581489350995123,0.1485184477941078
3311,1,0.525694,2.43062201,0.432098765,0.193415638,0.069958848,0.016460905,0.547368421,0.0,0.04444444400000001,0,0.223630855,0.164473684,1,46,0.0,3178,243,5,0.119341564,0.055555556,0.0,training,519,572,12,3,297,419,1461.88,176.555556968,0.853798059619033,0.44599462959793296
6143,8,0.485616,1.4827586209999999,0.375,0.239583333,0.0625,0.052083332999999996,0.496483826,0.0,0.028921022999999997,0,0.200418021,0.106382979,1,8,1.0,6974,96,0,0.239583333,0.09745762699999999,1.0,training,422,3310,12,1,0,0,557.92,679.6694906979999,0.5348272321212596,0.5815437653081025
1370,0,0.6008133639871819,1.574074074,0.535472973,0.194256757,0.099662162,0.050675675999999996,0.483360611,0.0,0.015181195,0,0.147208615,0.160883281,1,49,0.0,4243,592,3,0.10979729699999999,0.108974359,1.0,training,90,681,12,3,453,714,2079.07,462.37820523700003,0.8807970779778823,0.15685486172036478
7958,2,0.550675,2.401273885,0.776397516,0.422360248,0.254658385,0.155279503,0.43433205700000005,0.0,0.026506024,0,0.21961471100000002,0.020905923,1,22,1.0,6793,161,0,0.01242236,0.067471591,0.0,training,519,215,12,1,0,0,1494.46,458.334517663,0.8496306745666596,0.5138853177460048
1955,0,0.6008133639871819,1.4057971009999999,0.552941176,0.470588235,0.023529412000000003,0.0,0.49909747299999996,0.0,0.041994751,0,0.23027270600000002,0.09873417699999999,1,5,0.0,9296,85,3,0.141176471,0.109414758,1.0,training,519,446,12,1,1198,0,464.8,1017.119590368,0.5106366928667768,0.5810956417872526
8727,4,0.847354,2.18,0.485436893,0.203883495,0.116504854,0.048543689,0.45079041299999995,0.0,0.117647059,0,0.231456518,0.012738853999999999,1,14,0.0,5852,103,3,0.009708738,0.11690821300000001,1.0,training,519,2752,12,3,613,714,819.28,684.146862476,0.8411308951190849,0.5816791608108998
3151,0,0.6008133639871819,2.401360544,0.5662983429999999,0.223756906,0.091160221,0.055248619000000006,0.735849057,0.0,0.014944768999999998,0,0.140882565,1.311111111,1,62,1.0,2376,362,0,0.0,0.057692308,0.0,training,519,2478,17,1,0,0,1473.12,137.076923808,0.8581489350995123,0.15369855657349268
10062,1,0.35576199999999997,0.791773779,0.254950495,0.099009901,0.01980198,0.004950495,0.563424947,0.005649718000000001,0.019629226,0,0.157831448,1.084745763,0,22,1.0,5536,404,0,0.358910891,0.128654971,0.0,training,110,897,12,1,0,0,1217.92,712.2339194560001,0.8649635770771975,0.5138853177460048
4273,1,0.509684,0.0,0.018181818,0.0,0.0,0.0,0.725947522,0.0,0.049910873,0,0.21020109399999998,1.169491525,0,0,0.0,1263,110,1,0.445454545,0.384615385,1.0,training,0,3947,12,5,518,833,0.0,485.76923125499997,0.8455347349164652,0.16451646289656316
3935,1,0.7474770000000001,1.2295081970000001,0.4375,0.1796875,0.046875,0.0234375,0.454494539,0.0,0.021645022000000003,0,0.26078755600000003,0.041033435,0,16,0.0,3465,128,4,0.1171875,0.08589951400000001,1.0,training,519,1625,12,3,18,928,554.4,297.64181601,0.846980344916167,0.834962228306857
8948,3,0.891122,1.492753623,0.21686747,0.108433735,0.024096386,0.0,0.47464874799999995,0.0,0.055737705,0,0.256360383,0.106761566,0,21,0.0,1849,83,4,0.180722892,0.097560976,0.0,training,519,2856,12,4,1758,782,388.29,180.390244624,0.4058972149121999,0.5061725259125543
2090,1,0.9446610000000001,1.25,0.4,0.0,0.0,0.0,0.48946135799999996,0.0,0.191304348,0,0.329443893,0.027777778,0,22,0.0,534,30,4,0.033333333,0.051136364000000004,0.0,training,519,932,12,5,773,1204,117.48,27.306818376000003,0.14383654198794024,0.5138853177460048
2941,2,0.8924989999999999,1.069767442,0.20212766,0.063829787,0.010638298000000001,0.0,0.498050139,0.0,0.057755775999999995,0,0.226677761,0.15030674800000002,1,17,0.0,2062,94,4,0.36170212799999996,0.111111111,1.0,training,519,2725,12,3,453,714,350.54,229.111110882,0.5365202132337255,0.5913539154499929
3393,0,0.6008133639871819,1.25,0.0,0.0,0.0,0.0,21.0,-1.0,0.266055046,0,0.26661892800000003,-1.0,0,24,0.0,154,9,4,0.0,0.0,1.0,training,0,59,37,2,2196,0,36.96,0.0,0.12405856789479193,0.5536389523657655
2933,10,0.733205,2.888888889,0.6188118810000001,0.32673267300000003,0.217821782,0.173267327,0.458415842,0.0,0.078005115,0,0.22447415399999998,0.155313351,1,50,0.0,2468,202,10,0.386138614,0.117647059,0.0,training,519,1416,12,4,528,1385,1234.0,290.352941612,0.8759414321052081,0.1599199873438164
19,2,0.722328,1.654411765,0.654411765,0.224264706,0.084558824,0.058823529000000006,0.429577465,0.0,0.011282051000000001,0,0.23439128899999997,0.040868455,1,7,1.0,25647,272,0,0.7536764709999999,0.083333333,1.0,training,0,2270,12,1,0,0,1795.29,2137.249991451,0.8621583430350643,0.8447334151903693
7974,1,0.7075670000000001,5.318584071,0.754385965,0.543859649,0.38596491200000005,0.289473684,0.48284625200000003,0.0,0.10411622300000001,0,0.280094764,0.034965035,1,51,0.0,2556,114,7,0.201754386,0.11327433599999999,0.0,training,519,1552,12,3,274,1776,1303.56,289.52920281599995,0.8470357233020893,0.15823380611778692
9974,2,0.31716,3.316666667,0.594594595,0.35135135100000003,0.297297297,0.256756757,0.441817339,0.0,0.025280899,0,0.263413833,0.02244389,1,17,0.0,3969,74,5,0.21621621600000002,0.07253886,0.0,training,519,1923,12,5,613,833,674.73,287.90673534,0.552438044874211,0.5913539154499929
4538,1,0.6812560000000001,1.5416666669999999,0.284745763,0.22033898300000002,0.17627118600000002,0.169491525,0.479134467,0.0,0.01984127,0,0.18181451399999998,0.511450382,1,20,0.0,5971,295,6,0.22711864399999998,0.075757576,1.0,training,9,71,12,4,1498,2251,1194.2,452.348486296,0.8807970779778823,0.8350835810624154
9338,6,0.44590100000000005,2.645962733,0.46929824600000003,0.201754386,0.11842105300000001,0.10526315800000001,0.462875197,0.0,0.017278618,0,0.201366407,0.069792803,1,15,0.0,10423,228,4,0.057017544,0.07264472200000001,1.0,training,0,2209,12,4,453,1590,1563.45,757.1759374060001,0.8490632396471,0.8413942872648525
6088,0,0.6008133639871819,1.392857143,0.051282050999999995,0.0,0.0,0.0,0.521050859,0.0019305020000000002,0.104761905,1,0.257101245,0.007722008000000001,0,12,0.0,1351,39,5,0.076923077,0.090733591,0.0,training,519,767,12,2,528,1316,162.12,122.58108144100001,0.15783595290473953,0.5976012530999557
6607,0,0.6008133639871819,1.559322034,0.65,0.283333333,0.05,0.05,0.418832265,0.0,0.124675325,0,0.269970328,0.025490196,0,14,0.0,2631,60,3,0.333333333,0.083499006,1.0,training,519,2827,12,2,1310,0,368.34,219.685884786,0.16510978027340786,0.5816791608108998
4953,4,0.165873,1.488235294,0.408450704,0.14084507,0.014084507,0.0,21.0,-1.0,0.024255787999999997,0,0.15127768,-1.0,0,43,0.0,1818,213,2,0.267605634,0.31578947399999996,0.0,training,519,1113,12,3,2083,715,781.74,574.1052637319999,0.8748396004250029,0.5
4419,2,0.649984,1.469387755,0.380597015,0.108208955,0.03358209,0.018656716,0.0154202,-1.0,0.054323725,0,0.24008330600000002,-1.0,1,34,0.0,3476,268,6,0.041044776,0.0625,0.0,training,0,1532,12,3,100,2095,1181.84,217.25,0.8740772351648677,0.44575884702110696
7669,0,0.6008133639871819,1.415584416,0.602272727,0.261363636,0.011363636000000002,0.0,0.44159966100000003,0.0,0.028985507,0,0.237354978,0.020987653999999998,0,10,0.0,4801,88,1,0.318181818,0.056962025,0.0,training,519,3937,12,1,613,0,480.1,273.474682025,0.5,0.8402886524400436
1817,6,0.22403499999999998,1.70625,0.481081081,0.264864865,0.0,0.0,0.48939929299999996,0.0,0.043010753,0,0.246726358,0.06944444400000001,1,23,0.0,4285,185,5,0.118918919,0.085434174,0.0,training,519,4126,12,3,1551,1375,985.55,366.08543559000003,0.854796506280329,0.5522560354634618
